;date;year;month;week;day_of_week;dayofyear;jackpot_size;media_cost;media_cost_adstock;media_cost_saturation_mu0.01;media_cost_saturation_mu0.02;media_cost_saturation_mu0.03;media_cost_saturation_beta_hill;beta;media_effect;effect_ratio;effect_ratio_smooth;trend;cs;cc;seasonality;intercept;trend_plus_intercept;epsilon;sales
199;2020-07-18;2020;7;29;6;200;2;5.975811896928453;8.815879;0.0660229;0.08793109;0.1314727;0.00064355135;0.8579274299751316;0.07543849328924146;0.008557115452457898;0.008501097484926893;1.561923831246823;-0.5589157558289043;-0.9563536070966512;-0.4545808088776666;3.0;4.561923831246823;-0.05118373648904763;61.3159777916935
200;2020-07-19;2020;7;29;7;201;2;0.16670270731291992;4.567356;0.034241766;0.04564183;0.06840336;1.2457371e-05;0.8573076521759113;0.03912908868521178;0.00856712017764576;0.008500490292270863;1.5636619076491876;-0.587089658549095;-0.9511892335939902;-0.46148366764292553;3.0;4.5636619076491876;-0.0408355454924929;61.00471783198982
201;2020-07-20;2020;7;30;1;202;2;4.930140805780415;7.203235;0.05397178;0.07190802;0.107630014;0.00019162893;0.8566886947311418;0.061602787351669415;0.008552100004251757;0.00849832058334118;1.5653976305272033;-0.61456964572722;-0.9457437728036657;-0.4680940255592657;3.0;4.565397630527203;-0.025536727997688163;61.333696643219184
202;2020-07-21;2020;7;30;2;203;2;7.540022429564676;11.127027;0.0832595;0.11081331;0.16537262;0.0025966763;0.8560705560623639;0.0948640138219838;0.008525549330556895;0.00849474992237897;1.5671310078319762;-0.6413232371621369;-0.9400188339215656;-0.47440262132511074;3.0;4.567131007831977;0.017344534187738583;62.049369345165886
203;2020-07-22;2020;7;30;3;204;3;11.66530936350126;17.218048;0.12842232;0.1704989;0.25267735;0.034508348;0.8554532345951037;0.1458538292250801;0.008470985120635066;0.008489959181818696;1.5688620474717205;-0.6673188112222392;-0.934016108732548;-0.48040047598643615;3.0;4.56886204747172;0.03958283107894519;72.73898231789309
204;2020-07-23;2020;7;30;4;205;3;11.166159361739942;19.754042;0.14708073;0.19501041;0.2879327;0.07536644;0.8548367287588575;0.16670205989757134;0.008438883681001092;0.008484127911290338;1.5705907573120736;-0.6925256422209087;-0.9277373711104987;-0.4860789039994222;3.0;4.570590757312074;-0.01866045017341018;72.32553463036813
205;2020-07-24;2020;7;30;5;206;3;8.35724970006726;18.208467;0.13572085;0.18009865;0.26653212;0.047613084;0.8542210369870816;0.15384405798867132;0.008449039334469373;0.008477443868366918;1.5723171451764153;-0.7169139367329994;-0.9211844764941315;-0.49142952396813927;3.0;4.572317145176415;0.015603675105045343;72.50335354301993
206;2020-07-25;2020;7;30;6;207;3;9.217818119208273;18.320755;0.1365474;0.1811849;0.2680961;0.049313962;0.8536061577171783;0.15466054870454957;0.008441821784273069;0.008470084957264722;1.5740412188461752;-0.7404548688094248;-0.9143593613386847;-0.49644426904443284;3.0;4.574041218846175;0.024535680558554148;72.56793179064846
207;2020-07-26;2020;7;30;7;208;3;0.6062202153738551;9.743255;0.07294462;0.09712541;0.1451171;0.0011721253;0.8529920893904845;0.08284720729048599;0.008503032114858092;0.00846221701404447;1.5757629860611444;-0.7631206140482321;-0.9072640425436762;-0.5011153969775725;3.0;4.575762986061145;0.004670597169510181;71.62165393543569
208;2020-07-27;2020;7;31;1;209;3;8.55603734143822;13.427013;0.10036358;0.133469;0.19872543;0.007973909;0.8523788304522594;0.11376615051263356;0.008472930438589973;0.008454014065886518;1.577482454519779;-0.7848843824818821;-0.899900616856888;-0.5054354998016309;3.0;4.577482454519779;-0.007951426798532626;71.7786167843225
209;2020-07-28;2020;7;31;2;210;3;1.0480879875671045;7.7423363;0.058002338;0.07726903;0.11561572;0.00029540062;0.8517663793516715;0.06581516413161446;0.008500685298246382;0.008445624913513769;1.5791996318795043;-0.8057204502418831;-0.8922712602547517;-0.5093975131489904;3.0;4.579199631879504;0.016684077956481;71.52301360818609
210;2020-07-29;2020;7;31;3;211;4;9.29292037317441;13.134634;0.09819233;0.1305962;0.19450927;0.0069940686;0.8511547345417879;0.11115757870295584;0.008462936885115646;0.008437199524483045;1.5809145257570143;-0.8256041899633285;-0.8843782272993225;-0.5129947251787953;3.0;4.580914525757015;0.022225718947247057;82.01303098228422
211;2020-07-30;2020;7;31;4;212;4;0.8456284174615437;7.3673778;0.055199154;0.07354079;0.11006297;0.0002193451;0.8505438944795605;0.06254967151950913;0.00849008610307333;0.008428881029356673;1.5826271437285695;-0.8445120998934172;-0.8762238504720319;-0.5162207851096348;3.0;4.582627143728569;-0.04426810941927229;80.8468792071917
212;2020-07-31;2020;7;31;5;213;4;11.66521716546731;15.305289;0.11428815;0.15186891;0.22562912;0.017327309;0.849933857625815;0.12907852818754165;0.008433589586134334;0.008420795298618486;1.5843374933302914;-0.8624218316695487;-0.8678105394844114;-0.519069711346188;3.0;4.584337493330292;0.010164728659876662;82.04511038831524
213;2020-08-01;2020;8;31;6;214;4;10.904801497667988;18.5248;0.13804886;0.18315764;0.27093443;0.052524447;0.8493246224452389;0.1555602915005427;0.008397407636502933;0.00841307107240838;1.5860455820584538;-0.8793122167341563;-0.859140780565996;-0.5215358991900457;3.0;4.586045582058453;0.03738353951928193;82.57453513888231
214;2020-08-02;2020;8;31;7;215;4;9.097585038399743;18.323977;0.13657111;0.18121608;0.26814094;0.049363434;0.8487161874063688;0.15380101713340386;0.008393430159279848;0.008405807926648792;1.587751417369772;-0.895163291355062;-0.8502171357296143;-0.5236141281254029;3.0;4.5877514173697715;-0.00945798147900089;82.08480324898773
215;2020-08-03;2020;8;32;1;216;4;14.537938275850738;23.697561;0.17588364;0.23263706;0.34121183;0.19545424;0.848108550981579;0.19730148212464704;0.008325813780005254;0.008399096877837874;1.5894550066816908;-0.9099563202217766;-0.8410422420142852;-0.5252995686708185;3.0;4.589455006681691;0.01837227076848595;82.79829190904007
216;2020-08-04;2020;8;32;2;217;4;14.359119102100948;26.174479;0.19382513;0.25592676;0.37361425;0.30608743;0.8475017116470696;0.21689836550443894;0.008286635596140578;0.008393003229512034;1.591156357372665;-0.9236738185898572;-0.8316188107059419;-0.5265877887887397;3.0;4.591156357372665;0.04520141113772151;83.26668345226085
217;2020-08-05;2020;8;32;3;218;5;12.447841482582573;25.530987;0.18917596;0.24990346;0.36527944;0.27531385;0.8468956678828543;0.21164215374741996;0.008289619023436943;0.008387570123873095;1.5928554767824443;-0.9362995729471476;-0.8219496265362164;-0.5274747598450091;3.0;4.592855476782445;0.019730328349906963;92.96753199034762
218;2020-08-06;2020;8;32;4;219;5;12.973725000986882;25.702917;0.19041896;0.25151476;0.36751214;0.28342056;0.8462904181727491;0.2128545336512248;0.008281337594148574;0.00838280672818076;1.5945523722123505;-0.9478186601774738;-0.8120375468595197;-0.527956862111098;3.0;4.59455237221235;0.053085831771123665;93.32535875523601
219;2020-08-07;2020;8;32;5;220;5;0.846822277896504;13.694978;0.10235265;0.13609998;0.20258301;0.008968651;0.8456859610043598;0.11509784177128576;0.00840438325535761;0.00837870543195502;1.5962470509255517;-0.9582174651991474;-0.801885500808661;-0.5280308898023425;3.0;4.596247050925552;0.0019170824595961344;91.85231085354091
220;2020-08-08;2020;8;32;6;221;5;10.873775364919611;17.675697;0.13179658;0.17493889;0.25909257;0.040154397;0.845082294869071;0.147837756390097;0.008363899520225102;0.008375225894872834;1.5979395201473396;-0.9674836970574252;-0.7914964884292541;-0.5276940556460038;3.0;4.59793952014734;0.02277198055612117;92.40855201447556
221;2020-08-09;2020;8;32;7;222;5;12.807201510545315;21.602455;0.16061546;0.21272573;0.31315246;0.12235212;0.8444794182620342;0.17964249966436058;0.008315837181798428;0.008372304780208388;1.599629787065397;-0.9756064034519063;-0.7808735797931716;-0.5269439949735234;3.0;4.599629787065397;0.04278326245874453;92.95111554214981
222;2020-08-10;2020;8;33;1;223;5;15.361993219837926;26.127682;0.19348732;0.2554894;0.37301016;0.30381173;0.843877329682156;0.2156017202035739;0.008251850371326594;0.008369835702416062;1.6013178588300696;-0.9825759836816946;-0.7700199140913021;-0.525778769331899;3.0;4.60131785883007;-0.01070614151059526;92.80434668191148
223;2020-08-11;2020;8;33;2;224;5;1.5549162703877322;14.561967;0.10878259;0.14459902;0.2150207;0.012910664;0.8432760276320864;0.12193688759080083;0.008373655046820432;0.00836770867443013;1.603003742554629;-0.988384199993029;-0.7589386987058838;-0.5241968696096738;3.0;4.603003742554629;0.014374622973035425;92.15118383508792
224;2020-08-12;2020;8;33;3;225;1;0.23049281980552172;7.4553866;0.055857193;0.07441604;0.11136691;0.00023549795;0.8426755106182077;0.06270857566319517;0.008411176871522113;0.008365799109387543;1.6046874453155389;-0.9930241873159635;-0.7476332082626878;-0.5221972186735954;3.0;4.604687445315539;-0.01798279640807809;51.27216005897061
225;2020-08-13;2020;8;33;4;226;1;0.3210542859932539;4.000123;0.029991921;0.039979916;0.059929937;5.6028366e-06;0.8420757771506224;0.033666118891635774;0.00841627087210974;0.008363968379306565;1.606368974152716;-0.9964904613785965;-0.736106783663326;-0.5197791735125767;3.0;4.606368974152716;0.008660631112550943;51.289165506443254
226;2020-08-14;2020;8;33;5;227;1;2.1246444382063503;4.0740275;0.0305457;0.040717736;0.061034467;6.2584877e-06;0.8414768257431431;0.03426303114528178;0.008410112799478687;0.00836207563927447;1.6080483360697881;-0.9987789251892502;-0.724362831097979;-0.5169425268861688;3.0;4.608048336069788;-0.01276152016584955;51.12607320163052
227;2020-08-15;2020;8;33;6;228;1;3.9725313545287095;6.006237;0.04501635;0.05999024;0.08985058;6.443262e-05;0.8408786549132783;0.05044451097230077;0.00839868801715518;0.008359985870853957;1.6097255380343518;-0.9998868738789449;-0.7124048210388267;-0.5136875084753315;3.0;4.609725538034352;-0.018364403980673058;51.281181365506484
228;2020-08-16;2020;8;33;7;229;1;2.256594036631488;5.217237;0.039109323;0.05212508;0.07809918;2.7656555e-05;0.8402812631822243;0.043799729259027476;0.008395196402837713;0.008357566739293533;1.6114005869782262;-0.9998129978984418;-0.7002362872144845;-0.5100147855338779;3.0;4.611400586978226;0.041369943444713175;51.86555474148088
229;2020-08-17;2020;8;34;1;230;1;2.2764300366817345;4.83502;0.036246765;0.048312545;0.072398394;1.758337e-05;0.8396846490748516;0.0405673022453559;0.00839030690615653;0.008354702789543504;1.6130734897977055;-0.9985573845660749;-0.6878608255657452;-0.505925463039546;3.0;4.6130734897977055;0.021780906693359223;51.69496235696875
230;2020-08-18;2020;8;34;2;231;1;3.814254856294468;6.171757;0.046255145;0.06163934;0.09231278;7.581711e-05;0.8390888111196946;0.05172087945464146;0.008380251782554958;0.008351292314550179;1.614744253353809;-0.9961215179645454;-0.6752820931829406;-0.5014210833442458;3.0;4.614744253353809;0.006568524742778313;51.71612574206983
231;2020-08-19;2020;8;34;3;232;2;6.8242602271508375;9.904064;0.074144155;0.09871806;0.1474776;0.0012930036;0.8384937478489396;0.08277447782297853;0.00835762736705049;0.008347252990116112;1.616412884472528;-0.9925082771867967;-0.6625038072252247;-0.4965036253236064;3.0;4.616412884472528;0.042058037192909854;62.44741774164809
232;2020-08-20;2020;8;34;4;233;2;5.796221214827367;10.747353;0.08043102;0.107061654;0.15982808;0.0021094084;0.8378994577984146;0.0897069021135217;0.008346883688612448;0.008342517934475664;1.6180793899450712;-0.9877219329330472;-0.6495297438221144;-0.4911755030265485;3.0;4.618079389945072;-0.0002780241247555809;62.16332764907289
233;2020-08-21;2020;8;34;5;234;2;0.730460618602444;6.102883;0.04573969;0.06095318;0.09128837;7.086992e-05;0.8373059395075773;0.05103646068160713;0.008362680692861968;0.008337041610868045;1.6197437765281095;-0.9817681424630001;-0.6363637369575987;-0.4854395638261797;3.0;4.619743776528109;0.032234460517066264;62.17575133900603
234;2020-08-22;2020;8;34;6;235;2;0.6401570781667503;3.6832993;0.027617736;0.036816332;0.05519335;3.3974648e-06;0.8367131915195041;0.030804711057125324;0.008363347239138804;0.008330796913676624;1.6214060509440151;-0.974653942909197;-0.6230096773371516;-0.4792990860739046;3.0;4.621406050944016;-0.06753968147431728;61.05371994452919
235;2020-08-23;2020;8;34;7;236;2;3.470947440677658;5.2970796;0.0397072;0.052921306;0.07928941;3.027916e-05;0.8361212123808793;0.044248626819358074;0.00835340045244122;0.008323775513481995;1.623066219881101;-0.9663877429594218;-0.609471511237987;-0.4727577762592226;3.0;4.6230662198811014;-0.029862658332283475;61.64694412108953
236;2020-08-24;2020;8;35;1;237;2;0.7170878592156188;3.3568127;0.025170775;0.03355553;0.05030967;1.9073486e-06;0.8355300006419841;0.0280366520121793;0.008352164504878953;0.008315987276096514;1.6247242899938592;-0.9569793129179811;-0.5957532393428872;-0.4658197656782605;3.0;4.624724289993859;0.0562474371320753;62.431886134598535
237;2020-08-25;2020;8;35;2;238;2;0.04977981454601732;1.7192938;0.0128939925;0.017191231;0.025783695;0.0;0.834939554856685;0.014353638967950342;0.00834856654185181;0.008307459300599234;1.626380267903194;-0.9464397731576094;-0.5818589155579529;-0.45848960661466864;3.0;4.626380267903194;0.012346297509986408;61.94590597766462
238;2020-08-26;2020;8;35;3;239;3;6.132986249270356;6.977734;0.052285273;0.0696643;0.10428548;0.00015825033;0.8343498735824232;0.058124399471077295;0.0083299820157319;0.008298235720966619;1.6280341601966537;-0.9347815809756548;-0.5677926458146328;-0.45077226803708625;3.0;4.628034160196654;0.04109129446672098;72.76477586097366
239;2020-08-27;2020;8;35;4;240;3;10.681369823561264;14.1435795;0.10568075;0.14050017;0.20902704;0.010861456;0.8337609553802039;0.11714355844878487;0.00828245484739699;0.008288377935063146;1.6296859734286637;-0.9220185158700678;-0.5535585868563686;-0.4426731308179309;3.0;4.629685973428664;-0.018355659270263187;72.85800741789255
240;2020-08-28;2020;8;35;5;241;3;0.014131578275810686;7.0632796;0.052925106;0.07051555;0.10555451;0.00017029047;0.8331727988145851;0.05875163871418174;0.008317897889106885;0.008277962186023446;1.631335714120754;-0.9081656632526123;-0.5391609450102341;-0.43419798247885394;3.0;4.631335714120754;-0.026904923430626355;72.28984446925455
241;2020-08-29;2020;8;35;6;242;3;8.919431381815441;12.448218;0.093091324;0.12384315;0.18458304;0.0050780773;0.8325854024536666;0.10310999751070972;0.008283112863842623;0.008267081271686908;1.6329833887617848;-0.893239396618534;-0.5246039749439152;-0.4253530114687348;3.0;4.632983388761785;0.008958460629854928;73.19698835433614
242;2020-08-30;2020;8;35;7;243;3;5.4184860379346516;11.640096;0.087079614;0.1158781;0.17284854;0.0034003854;0.8319987648690796;0.09641043417258921;0.008282615243748787;0.008255839528501096;1.6346290038081728;-0.8772573581937727;-0.509891978408408;-0.4161448009806542;3.0;4.634629003808173;0.021406957315412874;73.3630159431552
243;2020-08-31;2020;8;36;1;244;3;5.248570964627532;11.055059;0.082723476;0.11010242;0.16432247;0.0024977326;0.8314128846359758;0.09154057272558216;0.008280423391706575;0.008244354396564603;1.6362725656841124;-0.8602384380825814;-0.4950293029667999;-0.4065803223148144;3.0;4.636272565684113;0.06315312589971175;73.84385941994591
244;2020-09-01;2020;9;36;2;245;3;0.6591397288550069;6.1838684;0.046345778;0.061759975;0.092492916;7.671118e-05;0.8308277603330164;0.05131190154753944;0.008297702693587778;0.008232750761165262;1.6379140807817971;-0.8422027519402152;-0.48002034070951943;-0.3966669277949204;3.0;4.637914080781798;-0.009535761370112184;72.83023293164304
245;2020-09-02;2020;9;36;3;246;4;12.979447097061906;16.071188;0.11995355;0.1593424;0.2365041;0.023089528;0.8302433905423616;0.13229296885315417;0.00823168573942541;0.008221161600002783;1.6395535554616383;-0.8231716171970577;-0.4648695269564179;-0.3864123432460427;3.0;4.639553555461639;-0.010109321188236833;83.75324859880513
246;2020-09-03;2020;9;36;4;247;4;15.705540833282155;23.717178;0.1760262;0.2328226;0.34147176;0.1962362;0.8296597738496599;0.1931635431963661;0.008144457168924372;0.00820972139965351;1.6411909960524818;-0.803167527862312;-0.44958133894608765;-0.3758246600425199;3.0;4.641190996052481;-0.02319368430348426;84.35336194902844
247;2020-09-04;2020;9;36;5;248;4;14.862090038754983;26.678953;0.19746387;0.26063496;0.3801066;0.33094054;0.8290769088440378;0.21608642593220953;0.008099509172980093;0.008198563982562052;1.6428264088518234;-0.7822141279370111;-0.4341602945127806;-0.3649123267349375;3.0;4.642826408851823;-0.05682050791216427;84.37180000136931
248;2020-09-05;2020;9;36;6;249;4;1.0335985713650793;14.373019;0.10738203;0.14274855;0.21231584;0.011949182;0.8284947941180886;0.11826643019541344;0.008228363741672502;0.008187819605734148;1.6444598001260213;-0.7603361834677999;-0.418610950751343;-0.35368414026574285;3.0;4.644459800126022;0.020286653961833746;84.29328744017526
249;2020-09-06;2020;9;36;7;250;4;15.173369291288035;22.325037;0.1658904;0.21961385;0.32289487;0.14517814;0.8279134282678622;0.18182125554524617;0.00814427566343422;0.008177609209089635;1.6460911761105081;-0.7375595532744911;-0.4029379026705354;-0.34214923678350795;3.0;4.646091176110508;0.017157191900802116;85.02920386773049
250;2020-09-07;2020;9;37;1;251;4;11.584712068756978;22.726065;0.16881385;0.22342731;0.3282726;0.1589436;0.8273328098928547;0.1848487446738988;0.00813377710837245;0.008168041909466666;1.6477205430100001;-0.7139111583860239;-0.3871457818351608;-0.3303170820663554;3.0;4.64772054301;0.06726097554091753;85.69513181158462
251;2020-09-08;2020;9;37;2;252;4;15.457460204281738;26.799994;0.19833611;0.26176277;0.38165885;0.33698153;0.8267529375959981;0.21641313742220009;0.008075119021986144;0.008159212708914352;1.6493479069987038;-0.6894189502209236;-0.3712392549973808;-0.31819746156549134;3.0;4.649347906998704;-0.03517997435898009;85.12383608496432
252;2020-09-09;2020;9;37;3;253;5;12.393109011978149;25.79053;0.19105215;0.2523352;0.3686483;0.28758538;0.8261738099836486;0.20847272595388872;0.008083305461636004;0.008151197492973819;1.650973274220524;-0.6641118775498908;-0.35522302271763906;-0.30580047008025896;3.0;4.650973274220524;0.03941752137994249;95.93063051474097
253;2020-09-10;2020;9;37;4;254;5;8.538096997666925;21.38266;0.15900914;0.21062627;0.31017578;0.115914345;0.825595425665579;0.17389208862611855;0.008132388081785858;0.008144056688520987;1.652596650789266;-0.6380198522795539;-0.33910181797558825;-0.29313650107654265;3.0;4.652596650789266;-0.013869173074094182;95.19483065264748
254;2020-09-11;2020;9;37;5;255;5;13.939240560193653;24.569221;0.18221149;0.24086502;0.35271254;0.23179251;0.8250177832549641;0.19871792646793512;0.008088083966990161;0.008137826935837367;1.6542180427888393;-0.6111737140978499;-0.32288040477144664;-0.28021623566078896;3.0;4.654218042788839;-0.028643642908638352;95.44076090687348
255;2020-09-12;2020;9;37;6;256;5;16.76002432447693;28.986582;0.21403795;0.28201133;0.4093238;0.44863534;0.8244408813683751;0.23250166956636203;0.008021010243690306;0.008132523937755941;1.6558374562734564;-0.5836051940227858;-0.30656357671817464;-0.2670506312222881;3.0;4.655837456273456;0.06917560810982122;96.90464102727353
256;2020-09-13;2020;9;37;7;257;5;1.8021442702427681;16.291395;0.12158104;0.16148779;0.23962;0.025004923;0.8238647186257658;0.13304409099077738;0.008166525301274125;0.008128139609481428;1.6574548972678347;-0.5553468768977066;-0.2901561556249144;-0.2536509097567863;3.0;4.657454897267835;-0.05199828363187504;94.84849794869952
257;2020-09-14;2020;9;38;1;258;5;8.79751357563068;16.883944;0.12595704;0.16725318;0.24797986;0.030798495;0.8232892936504639;0.1376977535248104;0.008155544529861482;0.00812464916567789;1.659070371767391;-0.5264321628773563;-0.2736629900720831;-0.2400285458848318;3.0;4.659070371767391;0.10502300560198523;96.61762585009356
258;2020-09-15;2020;9;38;2;259;5;14.33763420565378;22.734352;0.16887428;0.2235061;0.3283835;0.15923625;0.8227146050691605;0.18388172705378467;0.00808827654948699;0.008122004278237175;1.6606838857384378;-0.49689522795029417;-0.25708895397856807;-0.22619525457865863;3.0;4.660683885738438;-0.01533130558289753;96.03039052630666
259;2020-09-16;2020;9;38;3;260;6;1.6816365462324183;12.988431;0.097106256;0.12915881;0.19239828;0.0065427423;0.8221406515118999;0.10618670802191416;0.008175483875691536;0.008120139434346122;1.662295445118379;-0.46677098354429514;-0.2404389451614255;-0.21216297861171618;3.0;4.662295445118379;-0.046515016392559956;105.09804158136018
260;2020-09-17;2020;9;38;4;261;6;20.738813085983388;27.184618;0.20110574;0.26534188;0.38657692;0.35634202;0.8215674316120695;0.21799624515608468;0.008019102758274197;0.008118970489015987;1.6639050558158983;-0.43609503526248994;-0.22371788388851696;-0.19794387574530206;3.0;4.663905055815898;-0.03940826819364918;106.44549157033032
261;2020-09-18;2020;9;38;5;262;6;14.010943779360401;27.569899;0.20387687;0.26891977;0.3914815;0.37593532;0.8209949440063898;0.22078176818771536;0.008008073273976377;0.008118398221863301;1.6655127237111547;-0.40490364079903346;-0.20693071142451927;-0.18355030566706582;3.0;4.665512723711155;-0.013735677379507469;106.89008508852297
262;2020-09-19;2020;9;38;6;263;6;13.914550418621122;27.645052;0.20441702;0.26961675;0.39243564;0.37977493;0.8204231873349044;0.22119983574269247;0.008001425936668192;0.008118311287926682;1.6671184546559674;-0.37323366708401506;-0.19008238857072163;-0.16899481669642102;3.0;4.667118454655967;-0.0005494122724648543;107.18774061429772
263;2020-09-20;2020;9;38;7;264;6;0.31957264378100403;14.07663;0.10518423;0.13984384;0.20806645;0.010559738;0.8198521602409692;0.11465127139084337;0.008144795617543908;0.008118590672541386;1.6687222544740052;-0.3411225467082761;-0.1731778941990495;-0.15429013227219765;3.0;4.668722254474005;0.009520406428897005;106.38603800021549
264;2020-09-21;2020;9;39;1;265;6;10.629967255183459;17.661243;0.13169004;0.17479876;0.2588903;0.03996569;0.8192818613712438;0.14320945086748896;0.008108684496897596;0.008119111283911818;1.670324128960973;-0.3086082336796557;-0.15622222378075645;-0.13944913723812363;3.0;4.6703241289609725;-0.02199455018138749;106.5208989240895
265;2020-09-22;2020;9;39;2;266;6;1.8831635246478429;10.679419;0.0799248;0.10639003;0.15883495;0.0020308495;0.8187122893756803;0.08710282436650389;0.00815613919857091;0.008119746163907565;1.6719240838847935;-0.275729158562928;-0.13922038791020258;-0.12448486394193917;3.0;4.671924083884793;0.022667324624616816;106.57209368933975
266;2020-09-23;2020;9;39;3;267;1;2.1329496450105836;7.4166527;0.055567585;0.07403083;0.11079308;0.00022828579;0.8181434429075141;0.06056783932886859;0.008166465647871537;0.008120371022709672;1.6735221249857934;-0.24252418305646908;-0.12217741082416404;-0.10941047816418993;3.0;4.6735221249857934;-0.004013994842518055;56.20665491307954
267;2020-09-24;2020;9;39;4;268;1;0.007611939198222117;3.7093694;0.027813084;0.0370767;0.055583194;3.5762787e-06;0.8175753206232537;0.030312995281600866;0.00817200764904833;0.00812086846701084;1.675118257976882;-0.2090325540593587;-0.10509832891711975;-0.09423926489294353;3.0;4.675118257976882;0.09044518007441778;57.01637168439957
268;2020-09-25;2020;9;39;5;269;1;3.075066878801822;4.8487406;0.036349535;0.04844943;0.072603114;1.7821789e-05;0.8170079211826708;0.03958356858900815;0.00816368043509619;0.008121131509785587;1.676712488543732;-0.17529385728316524;-0.0879881892529323;-0.07898461396082926;3.0;4.676712488543732;0.02402564498340171;56.61337088155313
269;2020-09-26;2020;9;39;6;270;1;2.751547496696421;5.121188;0.038390044;0.051167157;0.076667085;2.4735928e-05;0.8164412432487912;0.041774976904989644;0.00815728217147563;0.008121064291330436;1.6783048223449564;-0.14134797046329617;-0.07085204807338995;-0.06366000556100583;3.0;4.678304822344956;0.0388792418919139;56.95299035580855
270;2020-09-27;2020;9;39;7;271;1;3.014013812848903;5.520254;0.041378252;0.05514653;0.08261507;3.8802624e-05;0.8158752854878838;0.04499269112817281;0.008150474602578832;0.008120586097983948;1.6798952650122883;-0.10723501622516042;-0.05369496930402233;-0.04827899565875483;3.0;4.679895265012288;0.0017593894261339717;56.78368349907839
271;2020-09-28;2020;9;40;1;272;1;3.5414312082613706;6.3003097;0.04721717;0.06291987;0.094224304;8.5771084e-05;0.8153100465694519;0.051299202155301364;0.00814233028844086;0.008119637653362025;1.6814838221507533;-0.07299531466090735;-0.036522023057658747;-0.03285520131556983;3.0;4.681483822150753;0.019372989120483217;57.19300812110967
272;2020-09-29;2020;9;40;2;273;1;2.72495636171519;5.8335876;0.04372402;0.058269784;0.08728117;5.4061413e-05;0.8147455251662232;0.047475045647844334;0.008138224455486716;0.008118171946277916;1.6830704993388443;-0.038669335672748856;-0.019338284136148416;-0.017402285942669182;3.0;4.683070499338845;0.0581063903812942;57.71249649425314
273;2020-09-30;2020;9;40;3;274;1;3.6606175617893153;6.5700555;0.049235575;0.065606184;0.098233014;0.0001103282;0.8141817199541397;0.053415355976064026;0.008130122508078012;0.008116158336696997;1.6846553021286943;-0.004297651139222852;-0.0021488305307002555;-0.0019339445009769322;3.0;4.684655302128695;0.003357932496565363;57.39494646100347
274;2020-10-01;2020;10;40;4;275;1;2.314286886848018;5.590983;0.04190782;0.055851642;0.08366868;4.1902065e-05;0.8136186296123488;0.045441936460135675;0.008127718714107272;0.008113582305390964;1.686238236046246;0.030079113039085673;0.01504125807872507;0.013536111335343222;3.0;4.686238236046246;0.055467782773073696;58.00684066614799
275;2020-10-02;2020;10;40;5;276;1;0.11041108209302708;2.9058728;0.02179059;0.029050538;0.043560516;7.748604e-07;0.813056252823193;0.023619721826003616;0.008128271013357297;0.008110445843079992;1.6878193065914235;0.06442032495765593;0.03222690182451241;0.0289941680346505;3.0;4.6878193065914235;0.05608795133863725;57.96521147790714
276;2020-10-03;2020;10;40;6;277;1;0.34564339385463394;1.7865678;0.013398469;0.017863773;0.026792092;5.9604645e-08;0.8124945882722011;0.014514218733847282;0.008124079408222653;0.008106758313372965;1.6893985192382988;0.09868539473326554;0.04940302215255817;0.04442652506574712;3.0;4.689398519238299;0.04010134008806626;57.884406031259594
277;2020-10-04;2020;10;40;7;278;1;2.3525734191160304;3.2351089;0.024258565;0.03233981;0.048488583;1.6093254e-06;0.8119336346480778;0.026257780552999786;0.008116506043878539;0.008102542346520254;1.6909758794352583;0.13283382247952905;0.06656454332303396;0.0598195097407689;3.0;4.690975879435259;0.04356739861617391;58.20620568345202
278;2020-10-05;2020;10;41;1;279;1;1.9411559792989022;3.5469368;0.02659575;0.035454493;0.0531539;2.7418137e-06;0.8113733906426948;0.028766832211913364;0.00811033131858695;0.008097827243732295;1.69255139260517;0.1668252461760922;0.08370639391033283;0.0751594920259275;3.0;4.69255139260517;0.027857150342903883;58.243348671859145
279;2020-10-06;2020;10;41;2;280;1;0.2607983682942771;2.020433;0.0151520865;0.02020158;0.030297209;5.9604645e-08;0.810813854951081;0.016379721441539933;0.008107035400066402;0.008092644465336064;1.6941250641455472;0.200619489374846;0.10082350830172639;0.09043289930297171;3.0;4.694125064145547;0.006710212968510855;58.0764789785857
280;2020-10-07;2020;10;41;3;281;2;3.6280390048239464;4.6276116;0.034693167;0.04624311;0.0693029;1.3411045e-05;0.810255026271414;0.03746871134290353;0.008096770922258903;0.008087026677733854;1.6956968994287083;0.2341766086868303;0.1179108281943183;0.10562623106434459;3.0;4.695696899428708;-0.030197701006943224;68.08594140829013
281;2020-10-08;2020;10;41;4;282;2;0.56062959563805;2.860136;0.021447722;0.028593577;0.04287574;7.748604e-07;0.8096969033050085;0.023152131111266808;0.008094765721416207;0.008081005884892346;1.697266903801943;0.267456940993645;0.13496330408982452;0.12072607352504085;3.0;4.697266903801943;0.017511441443691003;68.58656549881941
282;2020-10-09;2020;10;41;5;283;2;0.40033886108696937;1.8213667;0.013659393;0.018211655;0.027313689;5.9604645e-08;0.8091394847563099;0.014735769401162392;0.008090501304378358;0.008074622991505884;1.6988350825876677;0.30042115032761196;0.15197589678676107;0.1357191141343119;3.0;4.698835082587667;0.028483074978605714;68.77773041101747
